star_id,orbital_period,planet_radius,star_radius,star_temp,star_logg,label
9836959,105.0145774,2.29,1.042,5868.0,4.363,1
9838949,4.88084456,1.55,0.861,4929.0,4.481,1
9895006,10.56137217,2.43,1.171,5610.0,4.316,1
9896558,67.6690554,3.39,1.08,6127.0,4.356,1
9589323,3.949627144,2.32,0.836,5155.0,4.523,1
9823487,16.00460392,2.24,0.769,5180.0,4.597,1
9602514,3.55650737,3.05,1.843,4951.0,3.876,0
9726659,3.148661555,2.15,0.873,5258.0,4.458,1
12108312,0.70544824,20.03,0.826,5717.0,4.564,0
5371776,3.295701024,2.81,0.691,4723.0,4.628,1
5371776,9.65349016,2.41,0.691,4723.0,4.628,1
5371776,5.315954488,2.33,0.691,4723.0,4.628,1
9573539,10.04556377,2.19,0.853,5632.0,4.554,1
5371776,1.499144441,1.09,0.691,4723.0,4.628,1
9886661,5.082748362,1.4,0.858,5430.0,4.555,1
5477805,5.00673576,2.0,1.383,6116.0,4.158,0
10055126,9.17617167,1.66,1.156,5903.0,4.3,1
10055126,19.7383992,1.61,1.156,5903.0,4.3,1
5009743,41.6980186,2.03,0.971,5997.0,4.466,1
10015937,59.6585348,3.59,0.831,5243.0,4.547,1
10019065,52.6298542,3.68,1.433,5339.0,4.096,1
7950644,10.290994129,13.43,1.373,5803.0,4.134,1
10080248,14.8783945,1.63,0.837,5822.0,4.557,1
10213902,59.6222627,3.63,0.997,6108.0,4.471,1
9842906,4.9883873,3.28,1.171,6418.0,4.395,0
11821363,8.19596647,2.04,0.747,4723.0,4.557,1
7629518,15.59466045,2.74,0.929,5900.0,4.5,1
10810838,56.35407916,2.59,0.701,4802.0,4.582,1
4828341,36.12895451,53.72,0.912,5921.0,4.484,0
10019763,32.50456309,10.68,0.947,6132.0,4.479,0
9899280,1.332560589,1.4,0.609,4489.0,4.662,0
8046659,31.56904354,11.18,0.998,5654.0,4.387,1
4940438,9.08590495,6.28,0.866,5931.0,4.479,0
5308663,0.784512952,25.48,0.904,5997.0,4.522,0
5474733,0.883778461,1.09,0.949,5975.0,4.453,0
10963065,2.465024332,0.69,1.194,6139.0,4.291,1
6268648,15.86624787,1.31,1.308,6099.0,4.193,1
10125352,4.288515468,76.51,2.002,6378.0,3.878,0
5357901,3.797018259,10.07,0.848,5167.0,4.527,1
4278221,1.340596782,1.16,1.125,5992.0,4.385,1
10214162,17.42393582,3.29,0.969,6018.0,4.46,1
10905746,9.8786461,1.6,0.422,3609.0,4.843,1
8242434,44.96407458,2.0,0.729,4827.0,4.615,1
6185331,49.7700907,5.12,0.818,5774.0,4.567,1
11820830,12.7319385,70.11,1.568,7238.0,4.221,0
11774387,0.520222869,1.52,0.889,5776.0,4.527,0
9636135,5.83376197,2.98,1.195,6213.0,4.387,1
9636135,2.42150341,1.62,1.195,6213.0,4.387,1
7841925,14.16400071,2.35,0.885,5440.0,4.438,1
7841925,0.840594032,0.62,0.885,5440.0,4.438,1
7841925,6.20920207,0.89,0.885,5440.0,4.438,1
5219234,5.48711441,3.24,0.787,5103.0,4.562,1
5219234,8.29084167,3.21,0.787,5103.0,4.562,1
5219234,3.20539622,1.7,0.787,5103.0,4.562,1
5219234,16.73869035,2.56,0.787,5103.0,4.562,1
12504988,5.093938816,17.19,1.035,6197.0,4.449,0
9015738,13.93291548,1.66,1.207,6026.0,4.321,1
7215603,2.36436762,0.82,1.543,6250.0,4.184,1
4276716,20.6654374,0.66,0.676,4830.0,4.605,1
5561278,20.31047472,2.41,1.877,6065.0,3.97,1
7287683,69.8347983,3.51,2.022,7732.0,4.075,1
6387542,2.53475568,2.02,0.806,5662.0,4.532,1
8266276,2.59488443,2.36,0.797,4748.0,4.526,1
6869184,43.3167427,2.42,0.774,5654.0,4.59,1
8396405,19.18109525,1.72,0.587,5214.0,4.673,1
10799735,37.590298548,14.39,1.003,6147.0,4.463,0
6604328,31.0033072,2.72,1.071,6090.0,4.447,1
9719634,3.351556891,1.64,0.911,5185.0,4.442,0
7439316,2.617028373,1.57,0.724,4831.0,4.568,1
12061238,1.876406096,1.57,0.759,5198.0,4.6,0
8323753,6.71425632,5.76,2.623,6093.0,3.737,0
12400538,150.2412582,4.6,0.943,5604.0,4.451,1
5184584,53.44944498,5.82,1.0,5919.0,4.485,1
5636648,0.466743525,20.43,0.856,5791.0,4.549,0
5564247,1.727177258,1.42,0.72,5394.0,4.622,0
5438099,7.24022418,2.14,0.721,4955.0,4.61,1
5438099,4.64622383,1.82,0.721,4955.0,4.61,1
6543893,10.29674097,5.75,1.797,6068.0,4.04,1
6543893,5.93919041,3.7,1.797,6068.0,4.04,1
6975129,19.74733983,2.62,1.149,6243.0,4.406,1
11391018,30.360445359,10.99,0.765,4939.0,4.541,1
8685497,4.4096675,1.51,1.166,5836.0,4.347,1
4365645,4.16787814,1.07,0.847,5251.0,4.541,1
7199906,220.65651253,,,,,1
8197343,11.79161234,2.41,1.199,5619.0,4.264,1
7032421,20.55848388,36.9,0.936,5578.0,4.484,0
6786348,26.964501,2.2,0.905,5754.0,4.534,1
6209677,7.76845639,1.35,0.917,5447.0,4.481,1
9641018,2.178154348,22.22,0.881,5947.0,4.482,0
9813499,5.03257009,2.53,0.908,5970.0,4.521,1
12254792,40.4286676,2.92,0.833,5813.0,4.561,1
12020218,21.3588236,2.52,0.992,6170.0,4.472,1
7690844,22.0459163,3.05,0.951,5900.0,4.509,1
9535080,49.6456235,43.41,1.493,6273.0,4.129,0
5438099,17.32670445,2.23,0.721,4955.0,4.61,1
5438099,44.8411168,2.75,0.721,4955.0,4.61,1
5210475,1.008917105,1.51,0.795,5708.0,4.578,0
8009350,13.75207851,2.81,0.699,4802.0,4.616,1
8082001,6.33855946,3.31,1.03,6108.0,4.466,1
9017682,11.30507984,1.4,0.844,5705.0,4.556,1
9277896,4.59489816,1.85,1.381,6056.0,4.217,1
9401997,32.2964275,1.9,0.891,5246.0,4.47,1
10686864,2.97041801,1.7,0.743,5068.0,4.608,1
10749128,9.9824036,1.17,1.139,6273.0,4.364,1
11904734,12.681733929,7.25,0.701,4976.0,4.577,1
8043714,6.814984472,14.18,0.817,5465.0,4.566,0
7918217,63.9354965,2637.6,97.41,3626.0,0.684,0
10153011,83.09708021,13.83,0.636,5286.0,4.627,1
9631995,7.891448838,12.63,1.237,5972.0,4.313,1
11870545,0.839961456,1.63,0.718,4932.0,4.618,1
7901948,2.578852119,1.63,0.853,5743.0,4.553,1
11955499,9.04189129,3.24,0.826,5237.0,4.572,0
6442377,30.22910274,3.49,1.518,6325.0,4.188,1
9784222,0.798200403,24.03,1.031,6258.0,4.449,0
5376836,3.479425638,12.86,0.878,5907.0,4.519,0
5557821,2.92878704,22.76,0.883,5955.0,4.534,0
10004519,9.80321143,2.99,0.992,6170.0,4.472,1
5031857,24.81097206,4.22,0.921,6086.0,4.511,1
5031857,7.136922,1.38,0.921,6086.0,4.511,1
10879038,4.8538404,1.72,0.968,5778.0,4.483,1
10990917,11.04605365,1.8,1.025,6093.0,4.429,1
11043136,2.621706694,34.68,0.881,5749.0,4.436,0
11046025,3.72020708,0.99,0.797,5017.0,4.516,1
5771719,12.264867364,28.29,2.344,5372.0,3.81,0
9729691,8.689301216,2.92,0.895,5211.0,4.447,1
9729691,20.99757968,2.97,0.895,5211.0,4.447,1
4950232,0.979442525,1.64,0.745,5532.0,4.607,0
10904857,3.120828136,14.16,0.996,6122.0,4.471,1
8651389,15.13590453,2.57,1.572,6050.0,4.137,1
9520668,1.399326503,1.0,0.728,4502.0,4.572,0
7871954,1.937029968,0.87,0.49,4042.0,4.761,1
7871954,7.06117322,1.23,0.49,4042.0,4.761,1
12418724,20.55331441,3.19,1.112,6325.0,4.409,1
7456001,40.0686713,3.1,0.992,6026.0,4.411,1
10028792,114.73658,12.28,1.699,5597.0,3.963,1
10028792,191.239133,6.47,1.699,5597.0,3.963,1
10028792,5.83393857,1.98,1.699,5597.0,3.963,1
5553652,24.3282251,294.02,0.78,5286.0,4.59,0
5299459,10.41572666,3.01,0.987,5511.0,4.426,1
11153121,14.97031664,2.53,1.483,5726.0,4.123,1
11153121,32.2753853,2.31,1.483,5726.0,4.123,1
11153121,6.33027476,1.02,1.07,5900.0,4.363,1
11177543,38.3262237,2.43,0.903,5229.0,4.441,1
11337141,4.04355245,1.75,0.532,3871.0,4.744,1
6705142,5.59728249,3.28,0.858,5610.0,4.551,1
3967760,5.52418625,2.25,1.004,5334.0,4.372,1
3967760,8.77514782,1.91,1.004,5334.0,4.372,1
4067336,10.12742274,3.8,1.162,6392.0,4.399,0
5387843,0.870693883,2.09,0.883,5985.0,4.519,0
7549209,27.5071114,2.58,0.88,5783.0,4.539,1
7663405,5.1443645,1.55,0.904,5157.0,4.445,1
9765975,18.45848388,2.5,0.948,5311.0,4.419,1
9818462,25.9421582,1.95,0.796,5167.0,4.585,1
6803202,21.06075303,1.78,1.034,5706.0,4.382,1
5299459,13.08424286,2.71,0.987,5511.0,4.426,1
9651668,2.684328541,12.73,0.956,5561.0,4.411,1
5299459,23.3397956,1.23,1.084,5671.0,4.36,1
12506770,2.806243488,1.41,0.581,4153.0,4.684,1
5629985,2.27190723,1.12,0.856,5788.0,4.506,0
9898364,7.132351753,49.34,1.93,7530.0,4.08,0
11337372,6.53194024,3.09,0.977,5301.0,4.391,1
11337833,51.3011844,2.07,0.929,6032.0,4.508,1
11546211,1.097211085,16.07,0.334,3497.0,4.92,0
11547505,0.938466959,1.58,1.087,5499.0,4.323,1
4471747,51.3901452,3.62,1.292,6074.0,4.284,1
11502867,3.217518511,11.38,0.903,5720.0,4.473,1
9909735,4.66271902,3.86,0.939,5729.0,4.514,1
9909735,11.8150174,3.48,0.939,5729.0,4.514,1
11551692,7.834433676,3.47,0.72,4920.0,4.62,1
11551692,3.005156911,2.2,0.72,4920.0,4.62,1
12266636,33.3856176,2.48,1.022,5833.0,4.407,1
9850893,8.48039789,1.71,1.05,5401.0,4.364,0
4826110,1.333395306,0.86,0.811,5199.0,4.527,0
7869917,7.71467686,4.65,2.599,6900.0,3.843,1
9824805,4.4444826,1.71,1.079,6240.0,4.426,1
5193400,21.3781146,3.18,1.131,6218.0,4.417,0
7939330,29.5422566,3.15,0.803,5510.0,4.572,1
7939330,144.551628,3.06,0.803,5510.0,4.572,1
4918309,186.4361811,11.32,1.37,5393.0,4.132,1
12602568,8.04727721,2.33,0.849,5840.0,4.553,1
9941066,5.87063416,1.44,0.612,4166.0,4.66,1
5972334,15.358767771,10.89,0.887,5422.0,4.484,1
4650733,29.5390897,2.51,1.238,6572.0,4.365,1
4830605,35.6364022,1.99,0.887,5926.0,4.532,1
4832197,0.94773253,45.58,1.269,6302.0,4.183,0
4844004,0.784031658,1.55,0.824,5435.0,4.578,0
12120943,8.98128472,7.19,1.022,5977.0,4.473,1
7831264,13.07141889,2.47,1.439,6122.0,4.173,1
9761199,0.692015479,19.31,0.497,3752.0,4.747,0
7751571,17.0421346,5.14,0.773,5367.0,4.59,0
9579499,7.94671044,27.43,0.702,4859.0,4.626,0
11913013,3.74781242,38.04,1.0,5780.0,4.438,0
7768451,192.667139,3.64,0.878,5401.0,4.487,1
7691260,3.989544192,0.93,0.688,5229.0,4.643,1
9821454,17.9776037,1.58,1.006,6296.0,4.46,1
9821454,11.8693144,1.09,1.006,6296.0,4.46,1
11954842,12.98494603,1.64,1.025,5948.0,4.384,1
7972785,7.300735516,13.32,1.138,6434.0,4.394,0
5470739,19.17893976,2.4,0.881,5767.0,4.538,1
10022908,6.99130452,1.95,0.761,4847.0,4.606,1
9932970,52.971584,29.02,0.789,5204.0,4.55,1
5617854,3.517494725,1.42,0.564,4132.0,4.699,1
4932442,6.93365167,1.7,1.304,5861.0,4.212,1
4932442,5.91393977,1.07,1.129,6194.0,4.415,1
5183357,61.0373591,3.38,1.614,6309.0,4.154,1
5269467,33.8677783,2.31,0.691,4564.0,4.593,1
5360920,14.62399621,21.92,0.815,5753.0,4.57,1
7672940,1064.2680956,33.63,2.173,6340.0,3.833,0
7838655,2.113202658,207.71,0.858,5482.0,4.502,0
11702948,9.771462706,10.15,0.853,5812.0,4.551,1
9512981,281.5628889,10.83,0.776,4810.0,4.536,1
7770450,1.157808038,22.9,0.886,5566.0,4.532,0
11455491,6.14281498,1.82,1.554,6495.0,4.128,0
11764462,5.69919592,1.16,0.932,5646.0,4.493,1
11656246,18.11473813,2.49,1.36,6109.0,4.247,1
7808587,6.24145791,1.6,1.259,5810.0,4.25,1
4741126,20.4222447,1.78,1.299,6119.0,4.274,1
5301750,8.72585478,2.86,1.131,6036.0,4.326,1
5301750,12.88291395,3.15,1.131,6036.0,4.326,1
5301750,27.4345973,2.56,1.131,6036.0,4.326,1
5301750,4.22453631,1.6,1.131,6036.0,4.326,1
5301750,44.5520266,2.29,1.131,6036.0,4.326,1
5526717,52.069002,2.92,1.246,5565.0,4.251,1
5972334,2.418406841,2.25,0.887,5422.0,4.484,1
5526717,8.51170088,,,,,1
5530882,5.0825188,0.88,0.834,5706.0,4.561,0
5531953,6.93910337,1.41,0.42,3638.0,4.844,1
6034945,9.11500269,1.78,1.028,5962.0,4.431,1
9851226,8.48031942,4.54,0.991,5951.0,4.439,0
8692861,13.7223682,2.23,0.943,5637.0,4.399,1
7543649,3.582076914,5.33,0.993,6109.0,4.422,0
9480310,15.43400996,4.3,0.951,5900.0,4.509,1
11858748,1.780984316,2.33,0.87,5730.0,4.545,0
4741126,7.63846084,1.12,1.299,6119.0,4.274,1
11669125,70.6981724,1.63,0.866,5811.0,4.536,1
12159249,3.74443645,1.1,1.293,5876.0,4.269,1
9872292,10.19154678,1.39,1.684,6212.0,4.049,1
9963461,10.581581895,53.19,1.567,6168.0,4.074,0
8081482,2.819453322,29.8,1.074,5767.0,4.33,0
5542466,12.89006728,1.93,0.812,4915.0,4.512,1
4178389,23.210509958,21.19,0.809,5875.0,4.572,1
5542466,2.35574505,1.34,0.812,4915.0,4.512,1
5542466,4.74666128,1.3,0.812,4915.0,4.512,1
10028140,19.65639342,2.83,0.74,5288.0,4.613,1
6048024,62.81584402,57.62,1.492,6340.0,4.23,0
6049190,70.468171,3.46,1.131,6461.0,4.396,1
6149553,56.86716792,,,,,0
6198999,3.93246069,1.65,0.779,4841.0,4.533,1
6310636,0.921030497,1.62,1.615,5843.0,4.069,1
6616218,5.960400011,2.85,0.886,5418.0,4.534,1
7761545,85.3514875,6.31,0.938,5584.0,4.478,1
7499398,23.02028478,7.58,0.956,5613.0,4.496,1
12365184,69.72646639,11.65,1.731,6430.0,4.107,1
4770365,1.609321941,1.57,0.603,4224.0,4.662,1
4770365,9.51220046,1.99,0.603,4224.0,4.662,1
4770365,4.72941177,1.22,0.603,4224.0,4.662,1
10748390,4.887803076,4.82,0.763,4778.0,4.591,1
11804465,4.437962934,18.05,1.415,5953.0,4.175,1
9663113,20.74028645,4.24,1.299,6226.0,4.264,1
5649956,1.207852845,38.59,0.797,5601.0,4.533,0
4840513,2.379282197,25.74,1.162,6392.0,4.399,0
5217586,26.0692512,23.61,0.91,5585.0,4.409,0
5289854,9.69501146,2.08,0.914,5896.0,4.516,1
5289854,15.3825394,2.14,0.914,5896.0,4.516,1
9895709,1.818939148,1.82,0.962,6153.0,4.487,0
10006581,40.1097817,3.11,1.169,5509.0,4.265,1
5972334,0.708621057,1.2,0.887,5422.0,4.484,1
6616218,2.46106962,0.84,0.886,5418.0,4.534,1
6696462,3.403743926,10.77,0.853,5596.0,4.533,0
7220429,8.03753796,1.54,0.804,5044.0,4.511,1
7222086,2.43902575,2.61,2.784,6546.0,3.817,0
12406749,56.3587987,5.04,0.821,5446.0,4.525,1
8692861,242.467406,1.73,0.943,5637.0,4.399,1
7811397,169.4976085,9.06,0.787,5270.0,4.592,1
12403119,76.13622222,4.78,0.892,5591.0,4.494,1
9842890,4.9883872,2.59,0.823,5819.0,4.565,0
8113154,2.586878667,19.84,1.172,6812.0,4.343,0
5270698,3.964333304,37.09,2.318,5758.0,3.808,0
5024450,1.525924389,49.86,1.06,6203.0,4.427,0
5282049,5.910371418,12.62,0.958,6200.0,4.488,0
5475431,0.917568975,11.92,0.893,5713.0,4.541,1
10027323,5.92365747,0.99,0.496,3883.0,4.762,1
10027323,105.3582299,1.87,0.496,3883.0,4.762,1
12019440,3.24325988,12.91,1.013,5823.0,4.438,1
5039228,7.79668781,2.44,1.276,6521.0,4.352,1
10004738,56.4758069,3.22,0.839,5497.0,4.57,1
10004738,92.8747294,2.64,0.839,5497.0,4.57,1
7304449,1.538180949,1.0,0.274,3364.0,4.978,1
7386827,10.4188915,3.17,1.064,5692.0,4.36,1
7522911,20.4998763,2.8,1.076,6249.0,4.428,1
7626370,1.921437488,1.77,0.851,5238.0,4.472,1
7703955,96.109323,4.01,1.005,5792.0,4.375,1
7512982,20.38174802,3.16,0.808,4883.0,4.515,1
7512982,7.00447892,1.19,0.808,4883.0,4.515,1
9597806,5.101375725,2.84,0.954,5869.0,4.479,1
7812167,17.7940049,312.48,1.044,6273.0,4.442,0
11760959,3.47021401,2.4,0.744,4922.0,4.555,0
5283458,30.69395532,13.72,1.018,6137.0,4.46,1
9940565,2.139325409,11.61,0.666,4765.0,4.642,0
8053552,29.481061268,16.61,0.901,5631.0,4.41,1
9663113,572.376632,5.8,1.299,6226.0,4.264,1
8111381,2.233799622,28.63,0.846,5741.0,4.555,0
5444549,31.13862664,12.88,1.0,5919.0,4.485,0
10004738,13.93068791,1.4,0.839,5497.0,4.57,1
5474613,20.4074846,2.9,0.972,5823.0,4.472,1
4860932,12.36564669,24.89,0.952,6075.0,4.495,0
5438757,10.35078415,1.97,1.08,5534.0,4.338,1
5438757,62.9224936,2.75,1.08,5534.0,4.338,1
7750419,32.7737631,5.0,1.534,5640.0,4.076,1
5972334,38.6520796,2.07,0.887,5422.0,4.484,1
7815744,14.20442616,1.9,0.678,5350.0,4.647,1
7955580,55.673582,2.19,0.808,4998.0,4.53,1
8230616,6.82778157,1.34,0.574,4198.0,4.689,1
9692345,0.687895191,1.35,0.651,4478.0,4.615,0
7898352,127.2824442,12.04,1.183,5733.0,4.281,1
11402995,10.06083238,2.58,1.14,5705.0,4.297,1
7898352,30.1837021,3.65,1.183,5733.0,4.281,1
12062667,2.92928244,38.42,2.251,6634.0,3.831,0
7984047,77.63424586,9.4,0.755,4812.0,4.548,1
7951018,52.75878505,8.76,1.137,6228.0,4.413,1
9899355,1.332564478,27.04,0.878,5995.0,4.536,0
12644774,41.0772969,3.25,0.938,5665.0,4.381,0
9902856,135.9121619,40.18,0.959,6141.0,4.468,0
7747425,42.4729078,2.03,1.111,5616.0,4.327,1
9892816,15.17026921,2.47,1.369,6297.0,4.26,1
9892816,39.4576228,2.8,1.369,6297.0,4.26,1
9836149,17.8159689,3.12,0.933,5964.0,4.484,1
4813563,36.5157639,2.55,0.781,4847.0,4.54,1
2985767,14.07969236,2.08,1.547,5821.0,4.097,1
2304320,16.54081386,1.57,0.769,5064.0,4.572,1
3657758,3.609313059,3.26,0.868,5668.0,4.545,1
9790806,1.93155546,2.25,0.858,5461.0,4.552,1
6382217,8.41100305,1.8,0.539,3757.0,4.718,1
5375194,13.52252364,2.11,0.816,5338.0,4.557,1
6468138,134.2520474,3.43,1.2,5818.0,4.276,1
10019708,3.268695042,16.91,1.691,5927.0,4.046,1
11875734,99.7468804,3.94,0.974,5620.0,4.363,1
7697568,22.84156293,30.0,0.826,5381.0,4.538,0
7046804,11.720123999,7.94,0.77,5215.0,4.564,1
7449136,4.33643506,1.75,1.603,6180.0,4.133,1
8680979,15.95541913,2.18,0.805,4891.0,4.516,1
8680979,8.25980352,1.35,0.805,4891.0,4.516,1
9030537,62.5613879,3.54,0.84,5662.0,4.56,1
6949061,8.96847034,2.17,1.374,5808.0,4.185,1
7269493,1.907810683,0.91,0.824,5435.0,4.578,1
5513648,32.85862571,2.31,1.414,5899.0,4.135,1
9164836,48.118812545,45.18,0.872,6003.0,4.536,0
7887791,2.229326354,0.6,0.865,5587.0,4.525,1
11657891,2.514628496,1.27,0.84,5662.0,4.56,1
6305192,8.025118521,7.79,1.369,6002.0,4.196,1
6382217,5.79529495,1.05,0.539,3757.0,4.718,1
9634821,73.7578875,4.28,0.93,5029.0,4.429,1
9634821,8.56267266,2.26,0.93,5029.0,4.429,1
8950568,8.30537702,1.69,0.873,5435.0,4.495,1
3326377,13.22714056,2.22,0.8,5180.0,4.548,1
11601584,51.8098276,2.6,0.826,5191.0,4.53,1
11601584,4.38536428,1.15,0.826,5191.0,4.53,1
11601584,34.205785079,1.1,0.826,5191.0,4.53,1
11601584,13.97945055,1.97,0.826,5191.0,4.53,1
8689793,3.554856338,1.29,0.831,6068.0,4.565,1
11673802,5.28790754,7.1,3.818,4994.0,3.433,1
4263293,8.45746636,1.87,0.524,4347.0,4.73,1
4263293,17.28116957,2.04,0.524,4347.0,4.73,1
4263293,32.1340014,1.84,0.524,4347.0,4.73,1
5695524,59.7711433,3.17,1.122,6214.0,4.382,1
6205897,4.417692516,1.57,0.664,4766.0,4.645,1
7948784,10.08744556,3.15,1.095,6310.0,4.417,1
9244756,16.34355902,3.26,1.056,5730.0,4.394,1
9650808,21.96401646,2.57,0.958,5774.0,4.447,1
9650808,125.602323,2.89,0.958,5774.0,4.447,1
8950568,12.51353325,1.88,0.873,5435.0,4.495,1
8950568,17.9134215,1.39,0.873,5435.0,4.495,1
8950568,25.2149143,1.19,0.873,5435.0,4.495,1
8804845,5.42586901,1.48,0.934,5594.0,4.489,1
10480915,19.58561177,3.09,0.996,5618.0,4.401,1
11709244,4.544436472,3.0,0.937,5445.0,4.458,1
11709244,12.76220558,3.18,0.937,5445.0,4.458,1
11709244,38.7149617,2.62,0.937,5445.0,4.458,1
10019708,8.78458274,2.6,1.691,5927.0,4.046,0
11853878,3.69298623,1.74,0.572,4402.0,4.682,1
5728139,5.334082429,13.08,1.905,6332.0,4.016,1
7668663,6.4980147,1.87,1.104,5727.0,4.328,1
7047922,19.76169247,2.81,1.175,6327.0,4.327,1
9353314,5.18498961,1.15,0.56,4325.0,4.68,1
3629967,85.6542476,3.56,1.647,5818.0,4.065,1
9347009,19.32945602,2.26,0.763,5026.0,4.604,1
11253711,17.79108667,2.88,1.34,5855.0,4.148,1
4917596,3.290114076,1.49,0.594,4484.0,4.654,1
4743513,2.086075752,10.3,1.417,6131.0,4.071,0
11046458,3.311864148,9.06,0.937,5461.0,4.499,1
9111849,63.0732241,17.8,6.354,6234.0,3.209,1
7132798,2.422084188,3.55,0.83,5598.0,4.565,1
3448130,78.5461106,3.55,1.397,5808.0,4.172,1
9656252,16.92342126,3.4,0.99,5786.0,4.465,1
6026438,5.47665801,2.01,0.706,4650.0,4.589,1
9471268,4.580346161,1.38,0.789,5103.0,4.558,1
9471268,2.248288213,1.25,0.789,5103.0,4.558,1
9471268,6.76690759,1.31,0.789,5103.0,4.558,1
10657406,34.1732156,2.37,0.834,5201.0,4.573,1
5526527,16.7364755,2.73,0.653,4334.0,4.618,1
5809954,137.8645881,15.9,0.449,3645.0,4.797,0
8766650,12.43929428,1.3,0.773,4987.0,4.531,1
10328393,7.62635494,1.21,0.721,4955.0,4.61,1
11773328,8.710442022,3.61,0.809,5416.0,4.575,1
7094486,11.35010642,1.75,0.514,3597.0,4.734,1
7289577,109.4450597,3.04,0.868,5403.0,4.5,1
8543100,7.56052209,2.4,0.94,5895.0,4.503,1
2693736,12.12401737,2.37,0.87,5094.0,4.469,1
9412760,9.38740646,1.69,0.646,4500.0,4.656,1
9412760,7.41556471,0.79,0.646,4500.0,4.656,1
6026438,24.2101973,1.5,0.706,4650.0,4.589,1
10663396,23.8990075,3.26,1.93,5511.0,3.914,1
11457726,6.22161107,1.59,1.097,6277.0,4.417,1
8956206,6.17998508,2.12,0.791,5149.0,4.551,1
9649706,1.569066598,1.68,1.395,5821.0,4.172,1
5856571,9.59068586,3.93,1.673,5476.0,3.904,1
7765528,7.03932913,4.67,1.24,5846.0,4.278,1
11760231,49.6075771,2.12,0.774,5187.0,4.592,1
7779077,16.84183355,3.08,1.009,5602.0,4.404,1
6046540,7.340714946,14.31,1.498,6056.0,4.191,1
5706966,12.55111099,1.34,0.598,4213.0,4.669,1
3762468,3.003879547,10.96,1.172,6311.0,4.398,1
5706966,24.0884178,1.16,0.598,4213.0,4.669,1
10130039,12.75800092,1.49,1.095,5782.0,4.34,1
10130039,5.47033376,1.15,1.095,5782.0,4.34,1
9518318,6.51112385,3.09,1.001,6032.0,4.465,1
9518318,23.85163321,3.37,1.001,6032.0,4.465,1
7273277,2.714078374,1.38,0.992,5815.0,4.461,1
11769890,122.8799543,2.7,0.861,5413.0,4.51,1
6862721,4.88753111,2.45,0.957,5568.0,4.499,1
12301181,6.14728341,0.79,0.746,4997.0,4.598,1
9279354,2.800111267,2.13,0.704,4786.0,4.579,1
6774880,34.3511339,2.75,0.967,6091.0,4.487,1
3937519,3.413036353,6.62,1.087,5392.0,4.314,1
7449541,3.00725068,1.56,0.781,5667.0,4.587,1
5080636,4.194496867,1.57,0.522,3706.0,4.747,1
5080636,6.35585682,0.86,0.522,3706.0,4.747,1
3338885,1.970340203,3.97,1.667,4883.0,3.972,1
3338885,5.05821338,10.69,1.667,4883.0,3.972,1
6776401,26.85323647,2.65,0.869,5329.0,4.455,1
10130039,25.0985083,1.59,1.095,5782.0,4.34,1
8226050,34.2685741,2.44,0.872,5083.0,4.468,1
9965957,5.75321539,3.14,0.929,5445.0,4.51,1
9704384,5.50860699,1.49,0.883,5448.0,4.489,1
8426567,18.93055119,4.41,1.643,5015.0,3.987,1
12508335,42.94386258,41.62,0.94,5750.0,4.4,0
10094670,22.06402,2.67,1.09,6232.0,4.432,1
8142942,5.756245244,2.24,0.734,4931.0,4.605,1
8257205,148.4601819,3.61,0.821,5159.0,4.548,1
9044228,0.934885365,3.21,1.795,4777.0,3.909,1
7265298,25.7626846,2.66,1.069,5739.0,4.381,1
7265298,11.0317836,1.45,1.069,5739.0,4.381,1
7132798,4.12511935,0.88,0.83,5598.0,4.565,1
3248501,4.22464216,4.31,1.14,6343.0,4.408,1
2307415,13.12162167,1.99,1.277,6140.0,4.265,1
7430034,49.6220669,3.33,1.184,5938.0,4.331,1
9735426,8.08801663,2.94,0.874,5269.0,4.494,1
8826168,11.55103848,2.17,1.058,5907.0,4.395,1
10464050,4.469754641,2.26,0.934,5988.0,4.507,1
9763348,15.77382794,2.72,1.531,6283.0,4.129,1
9101496,6.56226483,3.07,1.812,5878.0,4.005,1
6037581,20.67876365,2.42,1.272,5865.0,4.266,1
10723750,50.79034648,10.6,1.406,6163.0,4.185,1
6037581,9.59993246,2.08,1.272,5865.0,4.266,1
6037581,2.0248205,1.01,1.272,5865.0,4.266,1
10779233,201.118319,2.28,0.954,5646.0,4.447,1
11614617,24.7577652,2.44,0.966,6106.0,4.487,1
11450414,12.7983174,2.88,1.451,5592.0,4.115,1
4736569,10.13200555,1.67,0.561,4777.0,4.689,1
10384798,38.505224,2.45,0.881,5974.0,4.504,1
2307415,4.6126736,1.6,1.277,6140.0,4.265,1
3128552,8.67890312,2.56,1.116,5509.0,4.308,1
10134152,39.3135699,2.07,0.925,6060.0,4.509,1
9573685,5.94565516,1.12,0.564,3974.0,4.7,1
10329835,1.52373073,1.26,0.51,3746.0,4.736,1
6849046,4.225384543,9.0,1.054,5574.0,4.403,1
8804397,60.0853848,2.4,1.047,6028.0,4.459,1
9662811,43.0343364,2.5,0.911,5550.0,4.476,1
11570749,46.2991052,4.33,1.507,5396.0,4.035,1
11297236,88.6440015,2.51,0.934,5661.0,4.471,1
10074466,35.01190875,2.97,1.153,5872.0,4.332,1
8218379,16.57099265,2.03,0.779,5483.0,4.589,1
7755636,16.00496657,3.71,1.904,6384.0,4.029,1
